SSDSE-A-2026,Prefecture,Municipality,A1101,A110101,A110102,A1102,A110201,A110202,A1301,A130101,A130102,A1302,A130201,A130202,A1303,A130301,A130302,A1419,A141901,A141902,A1700,A4101,A4200,A5101,A5102,A7101,A710101,A710201,A810102,A810105,A811102,A8201,A8301,A9101,A9201,B1101,B1103,C2108,C210832,C210833,C210835,C210836,C210837,C210838,C210839,C210840,C210841,C210844,C210845,C210846,C210847,C210848,C210849,C210850,C210851,C210852,C2208,C220832,C220833,C220835,C220836,C220837,C220838,C220839,C220840,C220841,C220844,C220845,C220846,C220847,C220848,C220849,C220850,C220851,C220852,C310201,C310202,D1202,D2203,D2211,D3201,D320101,D3203,D320303,D320308,D320310,D320311,E1101,E1501,E2101,E2401,E2501,E3101,E3401,E3501,E3901,E3904,E3905,E3906,E4101,E4501,F1102,F110201,F110202,F1107,F110701,F110702,F1108,F110801,F110802,F2201,F2211,F2221,G1201,G1401,H5507,H550701,H6130,H6131,H6132,I510120,I5102,I5103,I6100,I6200,I6300,J250302
R20205,í∑ñÏåß,î—ìcés,98164,47280,50884,95551,46162,49389,12373,6388,5985,52701,26314,26387,31987,13914,18073,17888,7117,10771,1995,627,1440,2200,2572,38903,38806,96106,20883,11853,10030,5212,4823,324,112,65866,11259,5618,53,1,4,559,547,28,45,86,1238,94,478,257,726,499,128,436,41,398,47177,458,12,26,4455,10080,403,277,2238,9173,1081,1319,1369,3556,1834,707,6632,507,3050,1672,2334,630,88.1,7.6,51208913,13278844,50381103,17425327,4280660,4575389,440524,0,0,19,378,4741,9,231,2627,0,0,0,0,5,3224,51531,27428,24103,1386,822,564,28018,10053,17965,4217,15726,30269,48,19,96398,9593,952,623,15,6,85,59,262,67,237,31
R20206,í∑ñÏåß,êzñKés,48729,23809,24920,47199,23123,24076,5926,3052,2874,27232,14026,13206,15034,6480,8554,8447,3379,5068,1075,270,588,1549,1724,20776,20739,47573,11215,7333,5076,2639,2481,192,61,10917,2923,3019,18,0,3,262,333,16,31,59,655,60,335,152,410,219,83,174,20,189,26142,347,0,27,1368,5878,104,387,988,4929,639,914,646,3248,912,365,3259,233,1898,319,527,389,85.8,6.6,23833525,7925815,22405797,7955892,2362656,2061956,17427,1,86,6,161,2201,5,122,1401,0,0,0,0,3,1822,24566,13481,11085,897,585,312,15116,5456,9660,725,8387,15163,5,2,48028,580,434,301,11,2,47,30,180,46,147,15
R20207,í∑ñÏåß,ê{ç‚és,49559,24324,25235,48692,23950,24742,6025,3077,2948,27198,13973,13225,16017,7090,8927,8505,3504,5001,624,269,611,1159,1236,18839,18792,47817,11347,4820,5523,2785,2320,136,65,14967,4738,2149,34,0,3,207,273,4,12,48,487,27,131,91,271,176,79,177,13,116,19892,247,0,20,1067,6257,18,224,1661,3487,338,320,419,1305,530,351,2689,240,719,1188,685,313,91.7,8.2,31265271,6482126,30272042,8471909,4289726,2736255,0,4,197,11,183,2350,4,106,1246,0,0,0,0,3,1873,24832,13276,11556,932,607,325,15704,6260,9444,2840,7117,14436,10,1,49609,2821,389,199,7,2,39,22,96,28,99,15
R20208,í∑ñÏåß,è¨èîés,40991,19972,21019,40172,19708,20464,4731,2418,2313,22257,11321,10936,13773,6077,7696,7268,2895,4373,753,203,587,1191,1220,16831,16780,39699,9896,5058,4760,2435,2355,142,81,9855,6464,1886,36,0,2,205,197,8,17,40,427,33,106,83,251,154,40,140,14,133,18466,437,0,5,991,4451,82,122,743,4049,346,202,349,1711,648,239,2693,165,1233,932,1051,258,92.3,7.2,19618309,5526150,18624928,6687328,1988418,1906127,93073,4,449,6,137,1855,2,73,1017,0,0,0,0,2,838,19199,10565,8634,876,573,303,12994,4750,8244,1651,5486,11728,75,1,41562,1508,314,200,11,2,31,16,98,21,90,8
R20209,í∑ñÏåß,à…ìﬂés,66125,32437,33688,64391,31680,32711,8183,4160,4023,36480,18705,17775,20663,9151,11512,11398,4635,6763,1645,384,954,1955,1857,26238,26173,64987,15054,7261,7102,3650,3026,222,95,66793,14260,3118,86,0,7,309,311,6,35,33,723,61,137,133,416,307,80,213,30,231,28481,1201,0,49,1715,6677,89,185,845,5604,740,386,889,2124,1160,556,3570,648,2043,1107,2588,484,88.4,6.8,42689365,9056167,41198595,10867494,3303101,2664536,202097,1,73,15,282,3345,6,176,1704,0,0,0,0,4,1971,34555,19021,15534,1164,720,444,18886,6777,12109,2694,11471,19437,93,2,65119,3815,582,345,11,3,58,33,176,55,147,21
R20210,í∑ñÏåß,ãÓÉñç™és,32202,15729,16473,31351,15372,15979,3953,2036,1917,17956,9163,8793,9921,4354,5567,5491,2221,3270,552,173,452,839,941,12956,12914,31251,6970,4167,3186,1671,1372,90,37,16586,4499,1646,24,0,0,156,175,5,13,20,375,32,112,70,226,152,53,129,9,95,16199,435,0,0,1191,5279,7,95,433,2884,244,235,513,1353,454,303,1882,163,728,574,771,225,87.3,11.6,16851590,4808861,16080975,4590396,1554027,1553795,12749,3,92,5,102,1498,2,66,843,0,0,0,0,2,947,16980,9318,7662,449,273,176,9313,3309,6004,1072,6412,9005,34,3,31713,1988,306,177,8,1,33,14,73,19,86,10
R20211,í∑ñÏåß,íÜñÏés,42338,20552,21786,41448,20237,21211,5086,2642,2444,23236,11609,11627,13670,6104,7566,7079,2833,4246,546,199,538,969,1088,15799,15773,41595,8940,4115,4385,2007,1719,109,45,11218,6558,1958,98,0,2,216,190,1,6,32,518,32,101,75,165,170,44,146,16,146,18552,1523,0,20,1097,4886,2,145,503,3770,317,261,259,781,709,246,2928,285,820,1571,1035,338,85.9,6.6,26405643,7422496,25102536,7045458,2382237,1878150,81140,1,86,7,142,2088,4,100,1062,0,0,0,0,2,1107,23301,12358,10943,736,457,279,11645,4245,7400,5255,5389,12336,78,4,42633,4148,422,155,9,2,29,21,119,29,105,10
R20212,í∑ñÏåß,ëÂí¨és,26029,12594,13435,25470,12427,13043,2460,1331,1129,13174,6653,6521,9891,4315,5576,5456,2137,3319,468,104,414,639,702,10739,10706,25502,5776,3306,3291,1736,1568,69,28,56515,15315,1217,17,2,0,151,87,7,7,32,252,16,40,43,186,113,50,97,14,103,10547,404,24,0,1184,2361,144,51,512,1726,168,143,166,1134,481,217,1079,246,507,735,630,257,91.7,8.6,18479240,4277888,17667900,4640529,1413249,1631501,13433,1,53,4,81,835,1,42,476,2,47,113,51,1,580,12168,6634,5534,451,306,145,8480,3090,5390,1083,3336,7567,7,1,25798,5711,212,129,3,1,25,11,54,17,51,6
R20213,í∑ñÏåß,î—éRés,19539,9498,10041,19326,9415,9911,2003,1031,972,10049,5120,4929,7445,3320,4125,3975,1544,2431,191,59,335,395,550,7251,7227,19176,3853,1798,2311,1142,1008,33,19,20243,7804,1127,38,1,1,164,68,4,7,26,278,9,33,31,164,118,21,70,11,83,7782,431,17,29,1062,1232,57,26,319,1694,92,62,123,647,321,67,1135,164,304,915,994,174,92.4,11.7,17374636,2550397,16414358,3347899,2342590,1212660,15521,1,43,7,99,745,2,44,415,0,0,0,0,1,495,10654,5783,4871,325,211,114,6317,2342,3975,1901,2350,6261,11,1,19271,910,235,91,3,1,16,6,37,9,36,8
R20214,í∑ñÏåß,äùñÏés,56400,28241,28159,54927,27526,27401,7050,3635,3415,31411,16426,14985,17059,7682,9377,9061,3776,5285,907,304,714,1756,1681,23848,23796,55335,13070,8164,5912,3299,2712,172,93,26659,7213,2558,17,0,0,282,370,11,24,26,490,33,116,106,480,221,65,163,23,131,23908,138,0,0,1377,9000,97,81,625,3744,317,491,340,2829,1118,609,1780,353,1009,825,1174,423,92.0,7.2,30904140,9163381,29097068,8937920,2765259,3694499,232804,1,63,9,194,2769,4,116,1373,0,0,0,0,2,1024,27569,15207,12362,923,598,325,16552,6505,10047,1752,9726,15584,11,1,54377,130,391,239,10,1,40,22,144,34,111,15
R20215,í∑ñÏåß,âñêKés,67241,33620,33621,65443,32711,32732,8360,4317,4043,39154,20410,18744,19155,8554,10601,10325,4256,6069,1233,413,806,2196,2135,27997,27957,65829,15338,9494,6470,3212,2617,259,83,28998,7160,2781,34,0,1,269,343,7,40,84,656,33,179,87,307,242,83,217,24,175,31384,452,0,4,1428,11597,132,247,2103,5132,337,465,278,2180,944,549,3275,354,1907,1033,1073,417,90.6,6.8,34862534,10293070,34160656,10686429,3976304,3417602,253987,3,172,8,197,3114,5,153,1491,1,22,47,36,3,1878,35363,19956,15407,1642,1030,612,20258,7440,12818,2593,11869,20736,76,9,65710,1397,491,243,11,5,43,29,82,227,116,16
R20217,í∑ñÏåß,ç≤ãvés,98199,48035,50164,95778,46864,48914,12480,6399,6081,54115,27466,26649,30170,13336,16834,16364,6517,9847,1109,573,1374,3194,2766,39924,39802,95023,23120,12399,10299,5323,4704,322,138,42351,15880,4604,36,4,1,545,469,10,32,63,1061,68,214,227,571,420,115,398,36,334,40746,621,28,12,3004,9325,172,265,949,7915,740,864,906,3478,1699,843,7355,644,1926,2681,3336,620,82.1,0.7,58676637,13489502,57261047,16151877,6633651,10277562,1243435,5,642,16,356,5113,8,244,2792,0,0,0,0,5,3499,46844,25625,21219,1642,1065,577,28722,10486,18236,3688,13136,28987,8,5,97945,0,855,486,15,7,83,56,399,88,231,24
R20218,í∑ñÏåß,êÁã»és,58852,28404,30448,57849,28019,29830,6880,3530,3350,32027,16162,15865,19628,8562,11066,10887,4318,6569,754,325,840,1508,1343,22023,21958,57130,13413,5294,6611,3169,2567,176,98,11979,4985,2552,33,0,1,265,356,6,12,55,565,29,202,88,261,235,59,218,22,145,23340,441,0,2,1219,7838,12,61,1232,4173,344,516,400,1747,1009,232,3177,218,719,909,1925,381,92.4,9.8,27362355,7744905,26104713,9014544,2911097,2515136,0,1,169,9,202,2820,5,126,1620,0,0,0,0,2,1129,28596,15581,13015,1065,688,377,19858,7334,12524,1760,9647,17138,77,3,57932,2022,418,205,8,3,41,20,72,30,88,15
R20219,í∑ñÏåß,ìåå‰és,30122,14776,15346,29657,14576,15081,3652,1832,1820,17120,8665,8455,9333,4269,5064,4700,1990,2710,465,152,379,715,812,11260,11241,29831,7159,2396,3477,1510,1043,76,42,11237,5700,1277,38,0,0,186,189,6,12,45,290,9,39,39,123,103,27,74,14,83,13004,334,0,0,869,4660,23,77,1365,2361,67,115,219,620,539,138,963,101,553,1012,1081,239,92.4,9.6,16975445,4168054,16138955,4947622,1665872,1132920,364866,1,74,5,111,1415,2,64,772,0,0,0,0,1,308,14611,8114,6497,874,553,321,9473,3491,5982,1550,4767,8211,72,1,29299,1556,205,92,7,1,13,10,32,14,49,6
R20220,í∑ñÏåß,à¿ì‹ñÏés,94222,45398,48824,92609,44780,47829,11364,5796,5568,52221,26051,26170,29932,13212,16720,15780,6483,9297,1092,545,1310,2771,2386,36491,36429,92473,21958,9302,10202,5174,4029,285,137,33178,13925,3620,58,8,1,428,346,12,18,70,808,37,201,123,464,324,130,363,36,193,37445,721,52,25,1887,11032,133,96,1506,7549,395,499,757,2989,1359,400,6030,569,1446,2479,2074,593,86.8,8.1,48128584,12371384,46631102,14672343,4847387,4415499,453461,1,73,10,295,4607,7,202,2379,0,0,0,0,4,1461,48058,25937,22121,1563,951,612,28659,10361,18298,3839,13095,29782,6,5,96354,12687,657,349,20,3,81,42,262,59,273,19
R20303,í∑ñÏåß,è¨äCí¨,4353,2140,2213,4284,2088,2196,404,218,186,2095,1087,1008,1831,821,1010,1065,428,637,68,16,84,121,110,1788,1776,4222,1002,526,612,342,307,14,5,11420,2168,267,4,0,0,41,29,1,3,7,66,1,5,7,38,28,3,17,4,13,1941,81,0,0,319,163,1,11,66,427,14,22,13,246,110,3,385,20,60,140,218,64,85.4,6.5,5391713,593392,5040064,930986,421263,391201,162691,0,0,1,13,142,1,12,113,0,0,0,0,1,133,2291,1256,1035,67,52,15,1519,573,946,496,498,1282,12,1,4345,570,56,19,1,1,3,3,15,4,18,1
R20304,í∑ñÏåß,êÏè„ë∫,4344,2591,1753,3519,1815,1704,449,228,221,2697,1778,919,1196,583,613,652,290,362,825,20,51,45,110,1257,1257,4344,499,298,277,141,152,15,4,20961,3292,156,12,0,1,26,7,1,0,8,40,1,1,1,21,13,7,3,4,10,851,87,0,13,97,22,6,0,95,265,5,1,3,68,62,8,50,37,32,495,27,55,77.1,0.9,7139893,721652,6650793,662774,1049397,741165,55508,0,0,2,22,182,1,12,76,0,0,0,0,0,0,3121,2036,1085,20,16,4,752,309,443,2360,106,645,9,1,4651,876,28,8,1,0,2,1,1,1,3,1
R20305,í∑ñÏåß,ìÏñqë∫,3242,1807,1435,2788,1382,1406,338,165,173,1894,1178,716,996,455,541,547,207,340,452,12,50,69,102,1075,1072,3149,502,298,287,154,122,8,3,13309,3004,141,11,0,0,9,4,1,0,7,35,0,3,5,36,7,4,7,5,7,1378,266,0,0,62,104,2,0,87,317,0,22,33,275,38,23,108,29,12,304,33,51,73.3,1.8,4950648,650780,3906972,657710,654030,327270,72853,0,0,2,24,115,1,11,73,0,0,0,0,0,0,2127,1336,791,28,22,6,717,267,450,1290,97,718,8,1,3388,68,24,11,0,0,6,1,4,0,7,2
R20306,í∑ñÏåß,ìÏëäñÿë∫,962,473,489,941,463,478,95,53,42,474,249,225,392,170,222,239,87,152,21,0,17,33,25,406,404,952,200,140,119,69,88,5,5,6605,811,49,1,0,1,14,2,0,0,1,10,0,1,1,6,5,0,1,2,4,171,6,0,3,43,3,0,0,2,24,0,1,1,13,19,0,34,11,11,50,65,29,82.5,6.1,1919280,679268,1861094,327481,307025,176029,31452,0,0,1,12,55,0,0,0,0,0,0,0,0,0,510,290,220,8,6,2,338,117,221,170,73,260,14,1,952,43,8,1,0,0,1,0,0,0,0,1
R20307,í∑ñÏåß,ñkëäñÿë∫,752,378,374,718,347,371,104,57,47,378,203,175,270,118,152,182,65,117,34,6,15,25,31,342,330,712,177,121,90,55,65,2,1,5632,515,33,2,0,0,13,4,0,0,0,6,0,0,0,1,1,0,1,2,3,92,20,0,0,32,9,0,0,0,13,0,0,0,4,1,0,1,7,5,40,55,26,86.6,6.6,1883872,92015,1837039,289317,231312,187564,104688,0,0,1,10,49,0,0,0,0,0,0,0,0,0,378,222,156,13,6,7,253,91,162,116,74,167,10,0,675,103,6,0,0,0,1,0,0,0,0,1
R20309,í∑ñÏåß,ç≤ãvï‰í¨,10218,4966,5252,10139,4938,5201,1055,545,510,5188,2627,2561,3958,1782,2176,2151,838,1313,70,42,175,239,243,3922,3912,9985,2350,942,1383,698,610,13,9,18815,3879,431,11,0,3,87,66,2,1,4,84,2,10,12,42,39,4,27,8,29,2502,85,0,10,418,681,2,1,13,512,16,24,18,166,98,36,319,43,60,388,660,114,88.5,11.8,10920718,1065575,9737683,1940599,1408696,575848,643940,0,0,2,45,624,2,31,294,0,0,0,0,0,0,5163,2789,2374,194,123,71,3468,1327,2141,656,1408,2932,1,1,10347,750,72,24,2,1,7,4,13,4,13,3
R20321,í∑ñÏåß,åyà‰ëÚí¨,19188,9178,10010,18660,8890,9770,2133,1032,1101,9991,4822,5169,6148,2788,3360,2989,1228,1761,393,97,268,1246,1071,8586,8564,18664,4940,2916,2401,1453,1010,55,25,15603,4027,1764,15,0,0,149,29,0,16,20,548,9,178,56,464,99,38,56,6,81,13672,137,0,0,837,220,0,56,360,3192,76,778,170,5176,783,206,630,41,1010,75,147,242,70.1,1.5,18481908,10360707,17036858,3542540,2348314,2402214,0,3,151,3,67,1008,1,34,437,1,25,162,71,2,387,8427,4453,3974,343,219,124,5729,2150,3579,296,1186,6859,25,2,21613,2420,504,264,5,1,21,8,34,12,32,6
R20323,í∑ñÏåß,å‰ë„ìcí¨,15555,7703,7852,14943,7445,7498,1914,970,944,9036,4584,4452,4323,1982,2341,2175,903,1272,367,88,206,1006,781,6711,6698,15226,3796,2291,1524,850,670,75,27,5879,2623,512,9,0,0,62,51,1,3,13,109,6,20,19,94,44,13,37,2,29,5749,108,0,0,358,2692,1,18,164,806,42,70,54,457,183,57,546,32,161,248,311,128,72.9,9.8,9148134,2631357,8432599,2286680,1564352,935915,4017,2,111,2,53,838,1,29,402,0,0,0,0,0,0,7827,4300,3527,323,207,116,4282,1596,2686,704,2192,4889,20,1,16567,670,82,65,2,1,10,4,13,7,24,4
R20324,í∑ñÏåß,óßâ»í¨,6612,3328,3284,6496,3256,3240,624,313,311,3529,1848,1681,2441,1157,1284,1244,541,703,107,23,132,161,154,2606,2594,6460,1525,684,853,429,349,18,13,6687,2674,342,11,1,0,39,34,1,3,9,64,3,6,15,77,21,9,21,4,24,3019,129,3,0,327,680,2,15,101,396,15,68,54,721,76,20,304,40,68,487,360,80,85.8,8.1,6602813,886634,5947921,1190418,650232,366546,101584,0,0,1,18,252,1,15,133,0,0,0,0,1,159,3632,2041,1591,133,103,30,2087,803,1284,589,978,2039,34,0,6768,513,53,26,1,0,4,3,2,5,5,1
R20349,í∑ñÏåß,ê¬ñÿë∫,4121,1976,2145,4091,1958,2133,478,230,248,2018,1024,994,1624,721,903,906,365,541,30,21,74,69,89,1553,1549,4014,999,317,567,303,223,5,7,5710,1081,172,6,0,0,28,39,0,0,3,29,1,3,3,17,14,5,13,2,9,1147,39,0,0,76,474,0,0,113,162,1,4,6,41,32,13,151,15,20,128,343,50,78.7,7.5,3309342,422959,2978006,760077,362103,289621,0,0,0,1,15,177,1,12,85,0,0,0,0,0,0,1978,1112,866,70,48,22,1571,574,997,194,673,1093,13,1,4172,194,25,11,0,0,2,0,3,1,7,1
R20350,í∑ñÏåß,í∑òaí¨,5600,2774,2826,5552,2759,2793,524,266,258,2696,1416,1280,2380,1092,1288,1259,516,743,48,13,105,123,138,2318,2310,5525,1368,627,857,459,433,10,8,18386,2548,336,9,1,0,51,48,1,1,9,50,4,5,8,82,17,3,12,5,30,1736,96,6,0,209,467,2,1,52,211,13,36,14,235,61,3,119,38,173,141,483,77,81.4,10.3,7275941,748834,7111516,1254318,433419,793288,604894,0,0,2,25,196,0,0,0,0,0,0,0,0,0,2854,1612,1242,119,95,24,2078,786,1292,377,825,1645,34,0,5634,165,47,29,0,1,3,2,18,3,13,2
R20361,í∑ñÏåß,â∫êzñKí¨,19155,9238,9917,18825,9101,9724,2056,1052,1004,9581,4948,4633,7360,3141,4219,4400,1790,2610,234,81,336,422,551,7847,7831,18530,4453,2423,2510,1317,1173,44,27,6687,823,944,0,0,1,90,156,1,6,7,206,16,47,38,132,86,27,76,5,50,7815,0,0,8,450,2340,103,55,63,1178,95,189,210,701,289,112,1506,61,455,15,109,166,84.1,6.3,8617932,2538706,8300891,2664807,739853,797160,80395,0,0,2,53,764,2,39,399,0,0,0,0,1,493,9148,5052,4096,344,236,108,6960,2549,4411,122,3345,5542,3,1,18862,409,152,100,1,3,14,14,36,19,38,3
R20362,í∑ñÏåß,ïxémå©í¨,14084,6839,7245,13820,6725,7095,1651,832,819,7229,3668,3561,5115,2285,2830,2846,1165,1681,214,62,191,406,352,5610,5600,13711,3257,1583,1718,919,771,27,17,14476,4513,611,21,1,2,74,99,3,9,14,115,4,8,19,99,30,17,39,10,47,7843,382,13,6,345,3212,4,21,226,799,39,16,70,449,242,91,1701,63,164,450,472,139,85.0,4.2,10111116,2530725,9173985,2196055,1349129,761467,0,0,0,3,54,672,1,28,345,0,0,0,0,1,216,7223,3940,3283,215,144,71,4704,1762,2942,926,2280,3933,40,1,14246,1291,86,55,2,1,8,4,33,6,22,5
R20363,í∑ñÏåß,å¥ë∫,7680,3771,3909,7552,3724,3828,979,523,456,4009,2022,1987,2667,1213,1454,1348,537,811,116,38,100,262,191,2895,2885,7427,1844,630,904,514,331,18,12,4326,2335,389,11,0,0,70,55,0,5,5,51,2,10,19,97,16,10,17,4,17,2214,110,0,0,278,479,0,44,73,236,14,38,38,267,35,48,341,32,181,400,166,87,80.9,6.9,5443612,972642,4618054,1432030,334339,467850,858,1,16,1,23,412,1,19,202,0,0,0,0,0,0,4194,2277,1917,100,69,31,2285,842,1443,913,1156,2025,16,1,8096,380,43,28,0,0,5,3,5,3,4,2
R20382,í∑ñÏåß,íCñÏí¨,18555,9016,9539,18166,8854,9312,2014,1014,1000,9499,4893,4606,6999,3094,3905,3903,1613,2290,353,81,303,428,448,7258,7244,18184,4272,1902,2419,1264,1027,44,22,16920,2696,820,13,0,1,99,168,2,5,11,162,11,33,32,84,64,28,45,8,54,8018,80,0,1,430,4105,5,10,133,861,71,65,134,391,181,174,723,58,596,254,748,176,82.3,6.8,10661535,2492940,10173528,2628823,1334743,1117172,466757,1,46,5,78,823,1,34,417,0,0,0,0,1,325,9142,5063,4079,373,254,119,6762,2549,4213,432,4012,4603,28,2,18366,1140,130,69,3,1,13,9,19,12,30,6
R20383,í∑ñÏåß,ñ•ó÷í¨,24989,12511,12478,24199,12151,12048,3043,1584,1459,13137,6865,6272,7168,3196,3972,3744,1562,2182,743,148,300,784,754,9504,9496,24668,5269,2506,2426,1185,881,98,31,8591,3071,964,10,0,0,98,265,1,3,20,199,15,28,28,95,67,22,47,5,61,11235,74,0,0,492,5650,1,9,477,1603,133,60,125,559,301,58,1076,60,557,587,770,175,84.9,7.3,12826701,3490831,11611797,3547250,811968,1076571,114263,0,0,5,94,1169,1,52,717,0,0,0,0,1,269,12636,7108,5528,509,313,196,6995,2547,4448,814,5732,5904,16,1,24378,1788,166,73,6,1,14,9,22,10,43,7
R20384,í∑ñÏåß,î—ìáí¨,9004,4392,4612,8781,4286,4495,1003,531,472,4671,2395,2276,3329,1465,1864,1859,734,1125,223,38,130,210,205,3391,3384,8838,1903,861,1091,532,411,12,11,8696,2870,404,13,1,1,58,71,1,4,10,66,3,7,20,50,30,15,31,4,19,3698,230,3,6,270,1777,5,5,82,423,25,31,54,178,67,31,367,31,113,449,366,96,77.5,8.4,6542398,1213764,6281230,1339358,841238,682922,13530,0,0,2,36,415,1,19,195,0,0,0,0,0,0,4950,2715,2235,142,94,48,2835,1004,1831,770,1869,2297,4,1,8976,835,57,41,0,0,6,4,4,4,11,3
R20385,í∑ñÏåß,ìÏñ•ó÷ë∫,15797,7851,7946,15463,7694,7769,2494,1266,1228,9492,4886,4606,3699,1629,2070,1884,775,1109,276,144,147,592,645,6445,6435,15550,3645,2127,1284,661,508,50,30,4099,1775,562,12,0,0,57,97,1,6,26,134,6,26,18,35,54,23,37,2,28,6829,95,0,0,308,2245,1,71,776,1135,60,69,240,336,232,176,501,30,554,237,312,150,84.0,7.0,8721383,2325731,7845330,2530438,864145,1262553,0,0,0,2,73,1039,1,37,501,0,0,0,0,1,478,8256,4553,3703,249,150,99,3981,1434,2547,465,3145,4619,13,1,16063,889,85,25,2,0,8,3,6,7,24,5
R20386,í∑ñÏåß,íÜêÏë∫,4651,2189,2462,4588,2175,2413,609,287,322,2365,1165,1200,1677,737,940,903,355,548,63,24,59,89,99,1614,1611,4627,880,330,502,252,191,10,7,7705,1840,180,14,0,1,33,29,2,2,3,29,2,2,4,19,10,2,14,4,10,1186,193,0,11,196,294,7,2,15,124,9,3,4,100,14,7,162,24,21,373,294,68,76.9,-1.3,4753494,481266,4214068,858171,469101,439480,152021,0,0,2,27,234,1,17,148,0,0,0,0,0,0,2683,1433,1250,68,39,29,1291,430,861,569,865,1247,19,1,4660,328,25,14,0,0,3,1,3,1,6,2
R20388,í∑ñÏåß,ã{ìcë∫,8569,4162,4407,8282,4037,4245,1190,627,563,4814,2426,2388,2543,1096,1447,1410,550,860,272,45,100,198,222,3279,3257,8481,1969,824,848,433,357,20,11,5450,1479,398,5,0,0,52,75,4,1,4,83,4,9,21,37,39,9,27,3,25,4289,77,0,0,161,2392,6,23,53,454,37,32,78,160,103,13,506,29,165,67,133,76,77.8,7.9,5485804,1314437,5263913,1260859,349845,418750,12443,0,0,1,29,465,1,21,274,0,0,0,0,0,0,4641,2494,2147,113,79,34,2408,846,1562,311,1915,2298,12,1,8805,164,70,27,0,0,3,3,3,9,6,3
R20402,í∑ñÏåß,èºêÏí¨,12530,6069,6461,12416,6007,6409,1535,786,749,6667,3340,3327,4324,1941,2383,2400,995,1405,114,76,189,253,319,4428,4409,12242,2566,909,1307,686,492,32,10,7279,2599,577,11,0,0,89,84,9,2,13,117,4,22,16,56,48,11,54,6,35,5082,130,0,0,592,1915,23,22,256,745,43,73,37,172,102,22,712,54,184,634,294,120,84.4,4.8,8128942,1534059,7482074,2064918,1233742,661082,11496,0,0,2,44,630,1,26,333,0,0,0,0,1,292,7283,3892,3391,190,124,66,3472,1237,2235,1537,2239,3480,9,1,12693,1511,95,50,0,1,4,5,13,6,21,4
R20403,í∑ñÏåß,çÇêXí¨,12811,6153,6658,12602,6059,6543,1785,903,882,6777,3364,3413,4162,1825,2337,2332,924,1408,158,79,181,305,362,4453,4441,12513,2558,956,1228,607,434,42,13,4536,1976,499,10,0,0,66,73,4,3,13,109,7,19,23,50,47,12,31,5,27,4794,72,0,0,389,1492,11,5,163,1014,54,100,67,178,181,66,795,54,153,624,332,81,83.8,8.1,8163538,1485466,7427612,2327745,973691,866095,28461,0,0,2,45,698,1,28,398,0,0,0,0,0,0,6982,3662,3320,179,121,58,3384,1198,2186,1174,2107,3587,25,1,12774,859,91,47,2,1,9,4,19,1,22,3
R20404,í∑ñÏåß,à¢ìÏí¨,4299,2071,2228,4258,2062,2196,393,211,182,1926,1010,916,1953,843,1110,1207,449,758,41,5,137,115,128,1611,1579,3811,793,496,486,300,286,14,6,12307,1384,218,8,0,3,53,16,0,0,0,56,2,1,5,21,13,3,19,4,14,1636,48,0,7,178,377,0,0,0,245,12,1,8,81,38,4,555,38,44,85,207,62,73.1,3.5,4747988,418829,4413721,886403,341304,381648,20879,0,0,4,42,153,2,21,87,0,0,0,0,1,133,2128,1164,964,40,26,14,1665,637,1028,299,574,1229,38,1,4016,409,49,13,0,1,5,1,10,1,7,3
R20407,í∑ñÏåß,à¢íqë∫,6068,2894,3174,5941,2843,3098,794,425,369,3017,1497,1520,2257,972,1285,1246,457,789,127,19,105,140,156,2152,2142,5810,1141,547,614,344,298,6,5,21443,2149,412,5,0,0,59,51,0,1,7,90,2,5,10,81,31,9,30,6,25,3309,28,0,0,230,923,0,1,69,358,18,10,23,864,172,22,398,51,142,270,378,84,78.9,0.8,6217551,780804,5859677,1314725,796742,520613,78737,0,0,5,60,329,1,22,178,0,0,0,0,1,225,3346,1771,1575,69,49,20,1857,648,1209,464,919,1957,7,1,6026,383,83,43,0,0,7,0,4,0,6,4
R20409,í∑ñÏåß,ïΩíJë∫,387,192,195,384,189,195,46,27,19,210,108,102,131,57,74,89,32,57,3,0,7,27,21,196,195,386,94,89,42,25,47,1,1,7737,237,39,2,0,0,4,0,0,0,1,8,0,0,0,10,7,0,2,1,4,162,6,0,0,13,0,0,0,8,15,0,0,0,21,84,0,5,2,8,10,32,13,85.6,3.7,1161694,86101,1083427,86517,56107,100260,0,0,0,1,7,17,0,0,0,0,0,0,0,0,0,213,121,92,4,3,1,120,37,83,28,31,153,1,0,375,10,8,8,0,0,1,0,0,0,0,0
R20410,í∑ñÏåß,ç™âHë∫,852,411,441,837,410,427,57,31,26,348,174,174,447,206,241,274,114,160,15,2,29,42,39,383,381,831,167,135,121,76,72,1,0,8997,422,63,3,0,0,6,7,0,1,1,14,0,1,1,6,5,2,9,1,6,351,43,0,0,36,94,0,1,8,44,0,1,2,23,16,6,63,3,11,16,27,23,73.4,5.8,2508349,90573,2337394,237004,172849,149221,9072,0,0,0,0,0,0,0,0,1,16,34,14,0,0,452,240,212,10,8,2,333,132,201,68,115,266,25,1,818,50,13,6,0,0,2,0,1,0,0,1
